indexInPlaylistFile|song_id|song_name|artist_name|popularity|acousticness|energy|liveness|tempo|speechiness|instrumentalness|time_signature|danceability|key|duration_ms|loudness|valence|mode|playlist|old_playlist|count
115|6P415bdEuyzdqSp8BHvQ6Z|Feel My Love|Glenn Travis|67|0.0651|0.666|0.14|94.955|0.0601|0|4|0.597|1|235363|-6.66|0.443|0|romantic|romantic|1
116|026IC4Vj88QjLlnIPDExhz|Hurt Somebody (With Julia Michaels)|Noah Kahan|44|0.361|0.557|0.249|114.966|0.118|0|4|0.83|1|168640|-5.146|0.492|1|romantic|romantic|2
117|1rp1lRbL41qnlw354j8iTp|Please Keep Loving Me|James TW|34|0.127|0.482|0.108|176.045|0.0654|1.3E-06|4|0.553|5|195920|-8.426|0.307|1|romantic|romantic|2
118|4EpZ4eYuZOwPSSwyqpdHnJ|Sunflower|Rex Orange County|80|0.646|0.765|0.522|129.903|0.0579|0.00352|4|0.384|6|252231|-4.463|0.567|1|romantic|romantic|1
119|66NweBIXTNqIaitSXGkY6F|Boys Like You|Anna Clendening|5|0.933|0.127|0.0816|84.858|0.0806|0|4|0.463|2|238500|-14.569|0.359|1|romantic|romantic|2
120|6cAKeFFYW2aClZSUyvqAEW|It's Gotta Be You|Isaiah|73|0.221|0.745|0.0981|95.472|0.0377|0|4|0.433|8|193447|-4.632|0.588|1|romantic|romantic|3
121|0CgTuGTVzwPDd8o2rWH6DE|Imagination|Shawn Mendes|35|0.0743|0.455|0.0694|179.468|0.0286|0|4|0.481|0|217773|-5.942|0.333|1|romantic|romantic|1
122|2WPHyEZAvwpDJixAHckqKS|Honest|Shawn Mendes|13|0.238|0.597|0.0703|116.975|0.0592|0|4|0.821|9|199187|-6.285|0.734|1|romantic|romantic|1
123|7krbSH3rd8lhIZvuzTV3Bl|Naked|James Arthur|83|0.104|0.607|0.0631|101.966|0.0574|0|4|0.529|6|234107|-6.781|0.238|1|romantic|romantic|4
124|2tMDxFhEH5lmYbZwpvcccf|Not My Type At All|Jacob Whitesides|0|0.589|0.522|0.146|88.951|0.0558|0|4|0.441|4|206192|-10.771|0.323|1|romantic|romantic|1
125|6tHWl8ows5JOZq9Yfaqn3M|Mine|Bazzi|36|0.014|0.805|0.291|142.886|0.0856|3.1E-06|4|0.716|4|133995|-3.839|0.719|1|romantic|romantic|2
126|47Bg6IrMed1GPbxRgwH2aC|Best Friend|Rex Orange County|79|0.395|0.714|0.115|144.982|0.0596|0|4|0.575|6|262231|-5.247|0.32|1|romantic|romantic|1
127|778xPeBIO7ozvwU0nvvmZg|I've Got A Crush On You|George Gershwin|16|0.99|0.171|0.675|106.057|0.0556|0.00263|3|0.417|2|136933|-18.438|0.22|1|romantic|romantic|1
128|5kRPPEWFJIMox5qIkQkiz5|Sweet Creature|Harry Styles|76|0.746|0.262|0.068|104.085|0.0276|0|4|0.427|7|224867|-8.541|0.228|1|romantic|romantic|3
129|1mXVgsBdtIVeCLJnSnmtdV|Too Good At Goodbyes|Sam Smith|86|0.652|0.375|0.173|91.92|0.0491|0|4|0.698|5|201000|-8.279|0.534|1|romantic|romantic|5
130|5uCax9HTNlzGybIStD3vDh|Say You Won't Let Go|James Arthur|85|0.695|0.557|0.0902|85.043|0.059|0|4|0.358|10|211467|-7.398|0.494|1|romantic|romantic|6
131|5Z3GHaZ6ec9bsiI5BenrbY|Young Dumb & Broke|Khalid|87|0.199|0.539|0.165|136.949|0.0421|1.66E-05|4|0.798|1|202547|-6.351|0.394|1|romantic|romantic|2
132|1OilOIju6R9ia8vilNjChh|Beautiful|Bazzi|28|0.214|0.677|0.0979|100.014|0.0326|0|4|0.666|2|178242|-5.743|0.178|1|romantic|romantic|1
133|7EmGUiUaOSGDnUUQUDrOXC|Wolves|Selena Gomez|50|0.139|0.802|0.177|124.989|0.0394|0|4|0.715|11|197993|-4.647|0.327|0|romantic|romantic|5
134|7sTtHHrD0zDpmzQzH3zegz|Consequences|Camila Cabello|75|0.889|0.292|0.106|84.339|0.0563|0|5|0.455|0|178467|-6.792|0.43|1|romantic|romantic|3
135|1TioiVNFGeiMC6SiQceHPO|Why|Bazzi|17|0.37|0.669|0.108|112.936|0.038|0|4|0.677|5|151358|-6.756|0.502|0|romantic|romantic|1
136|6wQSrFnJYm3evLsavFeCVT|Never Be Alone|Shawn Mendes|34|0.514|0.466|0.0781|199.835|0.0353|5.8E-05|4|0.376|10|215813|-6.927|0.276|1|romantic|romantic|3
137|7kSLdGdXLey7pzLsWpdg1h|Little Things|One Direction|76|0.788|0.222|0.205|110.095|0.0329|0|4|0.707|7|219640|-11.716|0.556|1|romantic|romantic|6
138|2Tq2R8sRftNEqdgJK5HadO|My My My!|Troye Sivan|40|0.00433|0.479|0.0435|102.959|0.0919|9.58E-05|4|0.699|1|204727|-7.83|0.462|1|romantic|romantic|1
139|2xSExwwFXzukzOdR6iVYMk|Boys Like You|Who Is Fancy|62|0.0909|0.614|0.115|105.008|0.0955|0|4|0.736|0|194533|-5.339|0.791|0|romantic|romantic|1
140|27r2uANqwK7XbsiAZnzf9e|One Day|Tate McRae|70|0.921|0.116|0.0883|109.826|0.0401|0|3|0.496|0|202496|-12.147|0.362|1|romantic|romantic|1
141|1tpqEIXSdWdT3Z9G1VjyIZ|More Today Than Yesterday|Spiral Starecase|47|0.327|0.527|0.0889|141.782|0.0356|0|4|0.681|7|169467|-12.307|0.842|1|romantic|romantic|1
142|6vL5Kx5LmZzcL12DZl2OiY|Why Do Fools Fall in Love|Frankie Lymon & The Teenagers|56|0.617|0.458|0.121|174.147|0.0675|6.02E-05|4|0.439|1|138973|-9.906|0.866|1|romantic|romantic|1
143|3GQETOg4ZXyQ1jEFqfMoac|I Will Follow Him|Little Peggy March|48|0.722|0.44|0.515|125.495|0.0348|0|4|0.638|0|148160|-10.892|0.904|1|romantic|romantic|2
144|1DSB8em9HN8HO9frWdh7qd|Kid In Love|Shawn Mendes|24|0.0271|0.598|0.15|85.011|0.0336|0|4|0.625|7|225827|-7.085|0.369|1|romantic|romantic|1
145|34IIktVCLfkbysTSYcKo3k|Sixteen Going On Seventeen|Charmian Carr|52|0.894|0.132|0.112|128.052|0.0361|0|4|0.489|8|197427|-15.869|0.305|1|romantic|romantic|1
146|5EYi2rH4LYs6M21ZLOyQTx|Loving Is Easy|Rex Orange County|80|0.217|0.609|0.096|117.023|0.0544|0.00474|4|0.756|3|155720|-7.927|0.537|1|romantic|romantic|2
147|1HNyn8lQPeEhwF5whMpWIc|Red Velvet|R5|6|0.00358|0.749|0.207|202.033|0.253|0|4|0.417|9|187329|-6.747|0.685|0|romantic|romantic|1
148|52a4NX1NATf6awjHAwg19k|F.E.E.L.G.O.O.D.|R5|39|0.00324|0.815|0.14|110.994|0.0454|0|4|0.672|10|226587|-5.788|0.581|1|romantic|romantic|1
149|3CWWFxAAfYjYbNKecpcP4A|I Choose You|Kiana Led|7|0.103|0.603|0.146|119.826|0.346|0|4|0.659|2|204107|-6.06|0.512|1|romantic|romantic|1
150|0NpaOow47QEHt5nMzYLVVV|For You|James TW|35|0.153|0.649|0.15|102.006|0.0746|0|4|0.714|7|203547|-5.414|0.546|1|romantic|romantic|1
151|2oOssCqBMGu1bXSFF8DQyf|I Don't Even Know Your Name|Shawn Mendes|23|0.0127|0.524|0.099|84.865|0.0422|0|4|0.626|3|180400|-5.944|0.56|1|romantic|romantic|1
152|7l0Hbzb7iRQql1PnMxv2rv|Easy Love|R5|38|0.0724|0.826|0.684|90.485|0.24|0|4|0.595|0|233520|-4.446|0.618|1|romantic|romantic|1
153|7Gx0xy1SgKIPB17LigTlta|Cold Hearted|Jack & Jack|49|0.0536|0.754|0.146|123.96|0.0732|0|4|0.653|7|189677|-4.268|0.647|0|romantic|romantic|1
154|7FAX6ddhqfdNZEygfoWE42|Hurts Good|R5|12|0.019|0.742|0.156|108.02|0.141|0|4|0.642|2|222865|-5.994|0.612|0|romantic|romantic|1
155|4weNSwkJeIbgP3TxtBcNx0|You Don't Know My Heart|Rachel Platten|43|0.0976|0.647|0.109|149.993|0.0616|0.000933|4|0.637|6|214387|-5.702|0.374|1|romantic|romantic|1
156|2RZvxgQsFR1mUcwFZpsav9|Collide|Rachel Platten|65|0.0688|0.689|0.0718|131.799|0.0824|8.64E-05|4|0.572|6|205787|-3.971|0.399|0|romantic|romantic|1
157|3dBE30R12dDxc1jBDaqmo3|Psychopath - Recorded at Spotify Studios NYC|Charlotte Lawrence|68|0.0631|0.538|0.121|110.043|0.0477|0|4|0.736|7|175204|-5.263|0.366|0|romantic|romantic|1
158|4WH2PelEpTVSuglBbz65gN|Somebody Special|Nina Nesbitt|67|0.43|0.379|0.0649|172.095|0.0955|0|4|0.559|5|198658|-7.217|0.791|0|romantic|romantic|2
159|5896IetzVry5wDW1zEY4ML|Mesmerized|William Bolton|47|0.016|0.643|0.372|120.014|0.0569|0|4|0.756|4|185771|-5.123|0.34|0|romantic|romantic|1
160|5P0QUzxnExXOnLVoansY0z|Let's Stay Together|William Bolton|46|0.369|0.614|0.219|91.076|0.0367|0|4|0.635|0|180000|-6.75|0.686|1|romantic|romantic|1
161|3Pm3R9cbWkanONrubREjW9|I'm in Love Again|Tomppabeats|46|0.884|0.312|0.109|171.144|0.156|0.943|4|0.629|7|44912|-14.031|0.256|0|romantic|romantic|1
162|5zguFFtuxuMSuRtPeKLNI3|I Think We Should Stay in Love|jesse rutherford|54|0.036|0.267|0.157|75.208|0.286|0|4|0.774|4|157600|-11.142|0.446|0|romantic|romantic|1
163|5zgzOyEZPoeQwmXFzW0bPn|Since I Don't Have You|The Skyliners|13|0.717|0.334|0.0936|141.071|0.0308|0.0056|4|0.212|6|156893|-12.196|0.638|1|romantic|romantic|1
164|4YutJsNwBBInE8vemufpQ8|Girl Crush - Recorded at Metropolis Studios, London|Harry Styles|72|0.658|0.197|0.109|144.212|0.033|0|3|0.468|4|243805|-11.727|0.249|1|romantic|romantic|2
165|38zsOOcu31XbbYj9BIPUF1|Your Song|Elton John|75|0.825|0.302|0.131|128.172|0.0319|5.21E-06|4|0.561|3|240750|-10.986|0.278|1|romantic|romantic|2
166|70yhaHLp9STtzI2Kzba6Tr|Best Mistake|Ariana Grande|70|0.546|0.578|0.112|143.867|0.449|0|4|0.654|6|233733|-6.897|0.233|1|romantic|romantic|1
167|26h6qDR3KtieqIWgnveqmC|Over And Over Again|Nathan Sykes|64|0.957|0.256|0.0961|129.681|0.0391|0|4|0.575|8|246893|-9.368|0.397|1|romantic|romantic|1
168|2wJhFcye5iiW2mVBpGednz|Close|Nick Jonas|63|0.253|0.623|0.144|123.999|0.082|0|4|0.653|6|234213|-5.273|0.401|0|romantic|romantic|1
169|0sHFw13WH3LtSB3yP8UMYJ|Falling for U|Peachy!|72|0.741|0.358|0.0813|79.509|0.424|1.34E-06|4|0.516|8|124000|-12.018|0.397|0|romantic|romantic|1
170|2V7n5YqJOpSEVjW99YqMMg|Born to Be Loved|Zach Zimmerman|22|0.301|0.555|0.109|152.042|0.0543|0|4|0.681|0|220748|-8.925|0.469|1|romantic|romantic|1
171|3UwT4FadEGWyMdaSwYcUBY|This Town|Niall Horan|36|0.738|0.398|0.117|111.833|0.0315|0|4|0.678|6|232852|-8.413|0.202|0|romantic|romantic|1
172|4S1GTwPVpkSy7CsJIDKPEz|You Deserve Better|James Arthur|75|0.0322|0.56|0.15|98.94|0.486|0|4|0.516|6|207773|-7.116|0.696|0|romantic|romantic|2
173|1EonBblt6Gnqwf8PUbGmGo|I'll Remember April|Carmen McRae|0|0.827|0.192|0.226|139.074|0.0374|0|3|0.476|2|157213|-10.984|0.275|1|romantic|romantic|1
174|5w9P5aYBjZ8RrojK0mFjRE|Isn't It A Pity?|Mel Torm|10|0.85|0.109|0.251|73.873|0.0366|3.31E-05|4|0.191|10|187640|-22.839|0.154|1|romantic|romantic|1
175|7CfLLpJcnPuDCZ1pj5jm6T|Young and Reckless|Charlotte Lawrence|53|0.484|0.594|0.195|100.072|0.073|0|4|0.698|4|146941|-6.717|0.307|0|romantic|romantic|1
176|2R1ACTXu88oxUcplmde6kT|Look After You|Aron Wright|45|0.732|0.293|0.102|145.61|0.0365|0.113|3|0.415|4|191766|-10.739|0.199|1|romantic|romantic|1
177|7lLKxcNeJtDTWVRKHovLEC|Build It Better|Aron Wright|55|0.909|0.333|0.111|94.952|0.0315|0.162|4|0.527|4|234474|-13.02|0.164|1|romantic|romantic|1
178|0xP25XAtGuOEveFdzuARdb|Im Sorry|Nick Kingsley|29|0.636|0.358|0.103|94.968|0.031|3.33E-05|4|0.66|7|157944|-7.017|0.0722|0|romantic|romantic|1
179|6RCp9hJWSExTOzNHrN1hSZ|Healing Hands|Conrad Sewell|73|0.127|0.764|0.0735|105.004|0.0678|0|4|0.672|0|250821|-5.067|0.438|1|romantic|romantic|1
180|2qXicQG06oT0ijKBznpgQv|Younger|Ruel|76|0.202|0.477|0.12|136.055|0.088|0|4|0.745|11|222320|-7.706|0.454|0|romantic|romantic|1
181|2SKJGLadQUiBsnBd8OeOLd|How Does It Feel?|Samm Henshaw|39|0.1|0.669|0.281|80.033|0.156|0|4|0.613|0|190877|-6.049|0.599|1|romantic|romantic|1
182|2Fs7SsDCjNOLdGH9NQ9Qul|Dazed & Confused|Ruel|55|0.1|0.503|0.146|127.906|0.144|0|3|0.691|2|190993|-7.411|0.424|1|romantic|romantic|1
183|7tSA2tPNYL3yWfoh2Mupe2|Foolish|ZACHARY|33|0.136|0.759|0.338|108.009|0.0827|0|4|0.686|7|219444|-7.259|0.538|1|romantic|romantic|1
184|0OcZUN11NUGT3t5NfXwfaL|I Keep On Fallin|Gabriella Whited|46|0.751|0.257|0.128|129.99|0.0716|0|4|0.797|0|206933|-11.402|0.44|1|romantic|romantic|1
185|6e6Kxot9nHyZ4I8GgmGKII|Nothing Can Change This Love|Sam Cooke|59|0.769|0.301|0.0816|65.488|0.0314|0|3|0.373|9|158680|-11.843|0.436|1|romantic|romantic|1
186|3lAun9V0YdTlCSIEXPvfsY|La vie en rose|dith Piaf|61|0.981|0.278|0.272|82.305|0.0302|0|4|0.368|0|187733|-8.596|0.338|0|romantic|romantic|1
187|0Dr7u3Dm8pwYe0aLZal1Xs|When You Were Made|The Growlers|58|0.402|0.761|0.235|116.098|0.029|0|4|0.551|11|218286|-5.279|0.385|1|romantic|romantic|1
188|384HffL6jMq0I1tX8uHF4R|Acid Rain|Thomston|67|0.188|0.38|0.103|135.818|0.124|0|4|0.627|7|190588|-11.484|0.431|1|romantic|romantic|1
189|250RLekaiL1q9qZer975Eg|If We Were Vampires|Jason Isbell and the 400 Unit|72|0.824|0.208|0.107|96.609|0.0324|3.7E-06|4|0.629|5|215564|-16.225|0.685|1|romantic|romantic|2
190|0d2iYfpKoM0QCKvcLCkBao|Eastside (with Halsey & Khalid)|benny blanco|99|0.555|0.68|0.116|89.391|0.321|0|4|0.56|6|173800|-7.648|0.319|0|romantic|romantic|5
191|1Fo4OvzP9PThFKMeMIAEYu|Superhero|Lauv|83|0.82|0.34|0.285|129.98|0.0339|0|4|0.681|7|179998|-8.617|0.417|1|romantic|romantic|3
192|2JqnpexlO9dmvjUMCaLCLJ|Love Someone|Lukas Graham|87|0.161|0.415|0.108|172.065|0.052|0|4|0.55|9|205463|-6.557|0.274|0|romantic|romantic|5
193|2dpaYNEQHiRxtZbfNsse99|Happier|Marshmello|100|0.191|0.792|0.167|100.015|0.0452|0|4|0.687|5|214290|-2.749|0.671|1|romantic|romantic|6
194|2kzOzFR61orwLEIIgFwspG|Paper Aeroplane|Angus & Julia Stone|32|0.56|0.485|0.0865|104.051|0.0908|0.203|4|0.805|11|221307|-12.074|0.429|1|romantic|romantic|1
195|7j4IOedQQtMpSHEvyXZsHI|ILYSB - STRIPPED|LANY|33|0.538|0.408|0.11|83.814|0.0793|0.000191|4|0.564|5|244820|-8.25|0.128|1|romantic|romantic|2
196|2d3NAGCKudIYpTlRI6BI0s|You Are The Reason|Calum Scott|24|0.908|0.233|0.134|171.767|0.0299|0|3|0.363|10|204326|-7.697|0.246|1|romantic|romantic|4
197|70Jguz4jsW4OIRNWQx8UHp|Naked|Ella Mai|32|0.776|0.447|0.109|176.65|0.0907|0|4|0.344|9|197191|-6.797|0.556|1|romantic|romantic|1
198|2qLCoKtnmGCzV8fqG6HeR6|Waiting Game|Parson James|54|0.879|0.307|0.108|163.665|0.037|0|3|0.393|9|232400|-7.797|0.275|1|romantic|romantic|1
199|6yIHGmQLJxWAUZ1ZkENemN|Can't Help Falling in Love|Haley Reinhart|77|0.947|0.0485|0.108|137.97|0.038|0|4|0.41|0|173175|-13.918|0.247|1|romantic|romantic|2
200|0IGUZLfbNPrR5TFht2zBY6|Mango Tree|Angus & Julia Stone|50|0.814|0.43|0.115|107.788|0.0305|0.099|4|0.586|0|225107|-15.097|0.277|1|romantic|romantic|1
201|22gLGCKbFKwmgZhrpVcnFb|Fields Of Gold|Sting|58|0.346|0.344|0.0715|104.009|0.0246|0.0155|4|0.653|2|217733|-11.758|0.291|1|romantic|romantic|1
202|5tawGZuoaKGinhLIn9U5X4|The Lady In Red|Chris de Burgh|33|0.332|0.294|0.0392|76.698|0.0333|3.34E-06|4|0.548|10|256173|-17.112|0.491|1|romantic|romantic|1
203|1JLn8RhQzHz3qDqsChcmBl|I Want To Know What Love Is - Remastered|Foreigner|76|0.193|0.471|0.131|81.204|0.0277|1.76E-06|4|0.477|6|304787|-10.036|0.423|1|romantic|romantic|4
204|1NCuYqMc8hKMb4cpNTcJbD|Another Day In Paradise - 2016 Remastered|Phil Collins|74|0.736|0.565|0.063|101.967|0.0306|0.00269|4|0.78|3|322133|-7.32|0.365|0|romantic|romantic|3
205|5lC1tKONEzfqDf3St3YduP|All That I Need - Edit|Boyzone|38|0.494|0.779|0.165|92.812|0.0349|0|4|0.668|0|221053|-5.447|0.731|1|romantic|romantic|2
206|6kvoHl80mfCVTv7XnZkjQn|It Must Have Been Love|Roxette|62|0.34|0.652|0.256|80.609|0.0274|5.49E-05|4|0.52|5|258787|-6.655|0.722|1|romantic|romantic|1
207|0CsM8VGDi38kusMv3pxyj1|True|Spandau Ballet|74|0.506|0.545|0.0649|97.409|0.0297|0.0977|4|0.744|0|328293|-9.361|0.346|1|romantic|romantic|5
208|7DFawVSjI88xR9mjnWwURg|If You Don't Know Me By Now - 2008 Remastered Version|Simply Red|70|0.492|0.352|0.105|94.173|0.0268|0|3|0.638|10|204000|-9.266|0.204|1|romantic|romantic|2
209|3wfujdbamR3Z46F4xav7LM|Drive|The Cars|71|0.124|0.606|0.151|111.441|0.0289|0.00139|5|0.582|6|234493|-9.961|0.504|1|romantic|romantic|1
210|2hMF7H2dO3oMz1WwIQnQw1|Against All Odds (Take A Look At Me Now)|Phil Collins|17|0.255|0.444|0.159|116.225|0.0284|0|4|0.594|1|204600|-9.042|0.139|1|romantic|romantic|2
211|3HI7oXJcgIXOhhPBvONWFo|"Almost Paradise - Love Theme from ""Footloose"""|Mike Reno|48|0.553|0.333|0.0773|129.048|0.0313|3.33E-06|4|0.598|8|228667|-11.055|0.0763|1|romantic|romantic|1
212|6HPLeKiNm92RbykX2BDTUB|Stuck On You|Lionel Richie|66|0.621|0.317|0.0878|131.783|0.0305|5.28E-05|4|0.509|5|192067|-16.063|0.247|1|romantic|romantic|1
213|1AAEWUVZpew24mP6nC1IU5|"Take My Breath Away - Love Theme from ""Top Gun"""|Berlin|20|0.0165|0.692|0.786|96.024|0.0264|0|4|0.492|6|254520|-9.955|0.497|1|romantic|romantic|4
214|4jDmJ51x1o9NZB5Nxxc7gY|Careless Whisper|George Michael|77|0.128|0.629|0.271|153.119|0.0363|0|4|0.574|2|300107|-8.815|0.786|0|romantic|romantic|4
215|71LQeNIJcnZeOSYgz4reoF|How Am I Supposed to Live Without You|Michael Bolton|52|0.139|0.532|0.0952|140.478|0.0295|0|4|0.532|10|254373|-9.787|0.18|1|romantic|romantic|2
216|4LOgi2TAAoKU9ImfzRrCPO|Heaven|Bryan Adams|36|0.059|0.572|0.123|69.83|0.0278|1.3E-06|4|0.269|9|243360|-7.361|0.364|0|romantic|romantic|3
217|1eyq8cjUQ2daFthW2PC2GM|Glory Of Love|Peter Cetera|72|0.0778|0.585|0.31|144.998|0.0279|2.43E-06|4|0.518|5|258120|-8.485|0.312|1|romantic|romantic|3
218|5MoDQWMDMaAGDEiWsJfeCi|Eternal Flame|The Bangles|69|0.525|0.358|0.0942|78.988|0.0243|0|3|0.526|4|238027|-7.239|0.4|0|romantic|romantic|5
219|0yhDca7Z4TOiEejtAx6R3g|Sacrifice|Elton John|31|0.0149|0.414|0.0401|112.751|0.0288|0.00344|4|0.749|11|305760|-13.036|0.465|0|romantic|romantic|2
220|4rr67zXmEYf9ykLigeEsbv|Don't Dream It's Over|Crowded House|25|0.0148|0.422|0.0697|81.833|0.0409|4.84E-05|4|0.439|8|236933|-17.227|0.551|1|romantic|romantic|2
221|05fHQeRbCSjKVS6z0WbQKJ|Every Time You Go Away - Radio Edit|Paul Young|68|0.187|0.721|0.216|164.252|0.0402|7.41E-06|4|0.572|5|267000|-8.959|0.844|1|romantic|romantic|2
222|3UT4gyENyYB6vQpifOlQwL|When a Man Loves a Woman|Michael Bolton|31|0.2|0.363|0.055|164.555|0.0296|0|3|0.476|1|231067|-10.706|0.243|1|romantic|romantic|1
223|1gIKd24bixkgYzuxse32oR|How Deep Is Your Love (2007 Remastered Saturday Night Fever LP Version)|Bee Gees|17|0.0999|0.357|0.128|104.965|0.026|0|4|0.63|5|245200|-9.392|0.683|0|romantic|romantic|3
224|1qQkXsvHcyenlqtPlGL9kn|Making Love Out of Nothing at All|Air Supply|63|0.123|0.706|0.298|140.249|0.0326|8.33E-05|4|0.386|7|340133|-6.05|0.509|1|romantic|romantic|3
225|2GBYWH1FHy0MjKD0ep2t2Y|"Endless Love - From ""The Endless Love"" Soundtrack"|Lionel Richie|23|0.657|0.336|0.134|186.773|0.0292|0.000129|4|0.21|10|265987|-9.28|0.212|1|romantic|romantic|1
226|07TnWCHrFkvF61GzJuLVt0|Hard To Say I'M Sorry / Get Away|Chicago|69|0.056|0.57|0.0606|140.974|0.034|0.00125|4|0.398|4|304213|-7.068|0.234|1|romantic|romantic|2
227|2RVSPTqyoMg4giwMHc6L0e|One More Night - 2016 Remastered|Phil Collins|49|0.802|0.431|0.108|136.315|0.032|0.00011|4|0.527|3|291253|-9.551|0.326|1|romantic|romantic|1
228|5NoUgO4Kr93QymQGQlBC7b|Up Where We Belong|Joe Cocker|62|0.597|0.429|0.0839|139.097|0.0294|8.18E-05|4|0.573|2|233240|-8.68|0.361|1|romantic|romantic|4
229|2vEQ9zBiwbAVXzS2SOxodY|Nothing's Gonna Stop Us Now|Starship|75|0.0298|0.801|0.0719|95.988|0.0228|0|4|0.643|6|270333|-4.921|0.534|1|romantic|romantic|2
230|1WeoeHh0TSzsApyJ6Q8OOK|I'll Be Over You|Toto|64|0.062|0.277|0.258|82.168|0.0256|0|4|0.516|10|229880|-17.85|0.412|1|romantic|romantic|1
231|3k58VAgUkM9cSvRpjIVaC7|Is This Love - 2007 Remastered Version|Whitesnake|11|0.107|0.866|0.808|180.635|0.0488|0|4|0.288|0|275760|-4.618|0.512|1|romantic|romantic|1
232|5fnOrhQ4KgT5irGCjIccGH|Arthur's Theme (Best That You Can Do) - Remastered Version|Christopher Cross|69|0.169|0.515|0.181|136.543|0.0389|0.000816|4|0.526|9|234493|-11.169|0.518|1|romantic|romantic|2
233|3Ef8B7QJE0dWnKeNJlRq0x|Lost In Your Eyes|Debbie Gibson|53|0.46|0.613|0.129|144.46|0.0295|0.000856|4|0.482|7|213000|-7.462|0.238|1|romantic|romantic|1
234|2w4EpqGasrz9qdTwocx54t|Open Arms|Journey|69|0.584|0.21|0.139|100.577|0.0279|0|3|0.405|2|202173|-13.214|0.174|1|romantic|romantic|3
235|2EnZ9bpgUtLgKkRFehp8xS|Nothing's Gonna Change My Love for You|Glenn Medeiros|64|0.627|0.378|0.0758|142.061|0.0381|0|4|0.445|1|232067|-15.257|0.406|1|romantic|romantic|2
236|2A6yzRGMgSQCUapR2ptm6A|True Colors|Cyndi Lauper|69|0.792|0.145|0.1|171.63|0.0362|0.000196|4|0.386|0|226067|-16.94|0.262|1|romantic|romantic|1
237|6Hu6dzwlvoyg3zBUC8k4BK|Sailing|Christopher Cross|66|0.364|0.382|0.36|149.994|0.0374|0.00025|4|0.469|2|256147|-13.203|0.178|1|romantic|romantic|1
238|2Hw5F4S5TFmrpBoWXc2Awx|Missing You|John Waite|20|0.0383|0.665|0.0574|103.016|0.0249|1.65E-06|4|0.728|11|270573|-7.251|0.755|1|romantic|romantic|1
239|2V2pxcEfn5zs79sE7qcewA|Now And Forever|Richard Marx|63|0.661|0.258|0.106|77.988|0.0276|0|1|0.441|7|214827|-11.227|0.172|1|romantic|romantic|1
240|1yg7fwwYmx9DQ2TdXUmfpJ|Holding Back the Years - 2008 Remastered Version|Simply Red|67|0.58|0.514|0.0953|86.035|0.0281|0.000159|4|0.707|9|269840|-8.885|0.524|0|romantic|romantic|1
241|5fRTUCS48zwiGai2Ku8gSg|These Dreams|Heart|10|0.518|0.379|0.108|79.034|0.0315|7.11E-06|4|0.538|11|254960|-14.122|0.333|1|romantic|romantic|2
242|3xjLAPMsYy32W9oFHsSsGl|Have You Ever Really Loved A Woman?|Bryan Adams|23|0.536|0.472|0.1|145.513|0.0313|1.44E-05|3|0.569|7|291667|-10.138|0.346|1|romantic|romantic|1
243|6SVGZeLQ2TOrMmLnWPFenB|After All (Love Theme From Chances Are)|Cher|3|0.294|0.464|0.121|67.058|0.0314|0|4|0.389|4|244947|-8.418|0.197|1|romantic|romantic|1
244|622nEHkm52E6ijVShcea9f|Tonight I Celebrate My Love|Peabo Bryson|65|0.874|0.228|0.133|116.947|0.0316|2.48E-05|4|0.47|3|211400|-13.651|0.14|1|romantic|romantic|2
245|2TQaMcc3BEAF5Srn7FCipl|Always|Atlantic Starr|57|0.399|0.534|0.356|130.945|0.0256|0.000973|4|0.606|7|288493|-6.758|0.328|1|romantic|romantic|1
246|3aphZHgE73kSPFKiPJRNpk|Cherish|Kool & The Gang|22|0.331|0.596|0.296|95.186|0.0225|0|4|0.639|10|238933|-8.145|0.427|0|romantic|romantic|1
247|4mxkQkZSX1BWgIYh5Q2Jt9|Foolish Heart|Steve Perry|59|0.281|0.58|0.0652|96.475|0.0226|0|4|0.644|11|219720|-6.819|0.591|1|romantic|romantic|1
248|7dAMqFyDADATPhTksFgGSV|Never Gonna Let You Go|Srgio Mendes|12|0.565|0.53|0.591|132.529|0.0311|0|4|0.643|7|255373|-7.937|0.301|1|romantic|romantic|1
249|57ebBLITHpRgRKGrlbxMZS|Faithfully|Journey|71|0.0979|0.644|0.109|85.04|0.0324|0|5|0.202|11|267080|-5.212|0.252|1|romantic|romantic|2
250|7zSDDsIlks515d0tZGM64x|The Next Time I Fall (with Amy Grant)|Peter Cetera|60|0.488|0.347|0.0645|118.288|0.028|0.00221|4|0.656|9|225973|-13.398|0.368|1|romantic|romantic|1
251|4TIkesxpN5caX6XpsiirnH|If Ever You're In My Arms Again - Remastered Version|Peabo Bryson|60|0.667|0.442|0.143|96.213|0.0239|0|4|0.599|3|255720|-9.755|0.415|0|romantic|romantic|1
252|7ndKzlNlcXK7ffM0Hrp6e5|Babe|Styx|21|0.563|0.215|0.0945|166.568|0.031|0|4|0.275|2|268733|-13.697|0.0776|1|romantic|romantic|1
253|0wS1JPqGgjWFKbCop8SvYI|Miss You Like Crazy|Natalie Cole|42|0.633|0.546|0.0707|131.123|0.0267|0.00381|4|0.596|2|234280|-6.251|0.255|1|romantic|romantic|1
